name,price,benefit
Sahre222,6,75.21
Sahre223,0,73.23
Sahre224,7,0.088
Sahre225,3,36.35
Sahre226,5,29.31
Sahre227,4,53.90
Sahre228,1,66.75
Sahre229,0,0.739
Sahre230,3,55.51
Sahre231,2,11.73
Sahre232,4,66.56
Sahre233,3,58.41
Sahre234,9,57.12
Sahre235,3,1.539
Sahre236,5,14.92
Sahre237,5,22.40
Sahre238,4,69.97
Sahre239,1,75.69
Sahre240,0,25.84
Sahre241,6,16.91
Sahre242,1,17.69
Sahre243,4,12.56
Sahre244,3,43.84
Sahre245,3,59.10
Sahre246,1,45.05
Sahre247,1,27.06
Sahre248,5,35.09
Sahre249,0,38.06
Sahre250,0,17.71
Sahre251,2,78.08
Sahre252,1,8.903
Sahre253,2,41.53
Sahre254,3,78.68
Sahre255,7,73.27
Sahre256,3,72.84
Sahre257,1,58.36
Sahre258,8,3.589
Sahre259,9,55.17
Sahre260,0,45.21
Sahre261,7,20.59
Sahre262,6,49.21
Sahre263,0,1.945
Sahre264,3,66.78
Sahre265,2,29.05
Sahre266,6,35.75
Sahre267,3,37.13
Sahre268,8,15.83
Sahre269,9,17.10
Sahre270,9,66.27
Sahre271,7,5.596
Sahre272,9,69.62
Sahre273,8,67.72
Sahre274,2,78.17
Sahre275,8,42.35
Sahre276,1,45.49
Sahre277,3,55.89
Sahre278,0,7.631
Sahre279,3,17.30
Sahre280,7,3.210
Sahre281,5,3.707
Sahre282,0,29.88
Sahre283,1,69.90
Sahre284,4,7.669
Sahre285,8,77.80
Sahre286,5,27.58
Sahre287,5,3.767
Sahre288,4,15.44
Sahre289,0,21.34
Sahre290,4,6.687
Sahre291,6,74.43
Sahre292,8,7.468
Sahre293,4,55.98
Sahre294,4,40.58
Sahre295,0,7.569
Sahre296,5,32.15
Sahre297,3,34.64
Sahre298,2,44.49
Sahre299,7,9.054
Sahre300,9,5.787
Sahre301,4,9.763
Sahre302,6,7.195
Sahre303,9,1.603
Sahre304,7,51.78
Sahre305,2,63.72
Sahre306,8,40.16
Sahre307,9,42.06
Sahre308,5,13.95
Sahre309,0,4.233
Sahre310,8,32.09
Sahre311,2,8.840
Sahre312,5,46.50
Sahre313,8,16.77
Sahre314,0,17.88
Sahre315,1,69.10
Sahre316,0,13.40
Sahre317,4,70.23
Sahre318,3,14.46
Sahre319,4,30.50
Sahre320,7,12.10
Sahre321,5,36.24
Sahre322,8,73.77
Sahre323,1,50.83
Sahre324,8,19.95
Sahre325,3,13.66
Sahre326,2,19.82
Sahre327,8,54.47
Sahre328,6,15.59
Sahre329,8,76.45
Sahre330,1,20.13
Sahre331,5,44.80
Sahre332,3,26.74
Sahre333,3,5.449
Sahre334,5,42.24
Sahre335,1,42.00
Sahre336,1,68.07
Sahre337,1,12.47
Sahre338,8,10.60
Sahre339,7,25.25
Sahre340,2,6.611
Sahre341,8,33.12
Sahre342,1,3.072
Sahre343,1,13.58
Sahre344,2,62.77
Sahre345,0,2.625
Sahre346,6,69.85
Sahre347,1,11.51
Sahre348,2,39.53
Sahre349,4,54.30
Sahre350,2,5.847
Sahre351,3,4.387
Sahre352,3,25.33
Sahre353,1,41.27
Sahre354,2,66.26
Sahre355,0,13.45
Sahre356,4,48.74
Sahre357,8,2.906
Sahre358,9,3.781
Sahre359,6,60.72
Sahre360,6,16.05
Sahre361,0,3.046
Sahre362,1,10.65
Sahre363,1,58.28
Sahre364,3,50.74
Sahre365,4,69.23
Sahre366,4,69.40
Sahre367,4,11.69
Sahre368,2,42.86
Sahre369,8,33.32
Sahre370,1,64.62
Sahre371,5,48.55
Sahre372,8,3.445
Sahre373,7,78.62
Sahre374,6,3.100
Sahre375,7,51.00
Sahre376,6,0.534
Sahre377,9,64.13
Sahre378,3,4.612
Sahre379,5,46.38
Sahre380,7,12.49
Sahre381,1,5.301
Sahre382,9,43.98
Sahre383,5,17.52
Sahre384,8,38.56
Sahre385,3,13.74
Sahre386,9,54.50
Sahre387,2,10.94
Sahre388,4,2.704
Sahre389,1,27.11
Sahre390,9,72.04
Sahre391,9,10.25
Sahre392,3,25.35
Sahre393,2,63.91
Sahre394,7,59.80
Sahre395,8,78.09
Sahre396,1,28.00
Sahre397,6,21.26
Sahre398,9,77.82
Sahre399,5,59.51
Sahre400,8,10.62
Sahre401,7,5.110
Sahre402,2,45.97
Sahre403,7,18.61
Sahre404,4,11.44
Sahre405,9,49.76
Sahre406,8,40.84
Sahre407,5,79.88
Sahre408,0,6.315
Sahre409,7,24.58
Sahre410,6,39.85
Sahre411,2,46.94
Sahre412,6,5.032
Sahre413,8,26.73
Sahre414,6,14.83
Sahre415,4,8.803
Sahre416,0,74.68
Sahre417,0,6.586
Sahre418,5,38.59
Sahre419,4,19.03
Sahre420,1,10.00
Sahre421,5,13.51
Sahre422,0,35.68
Sahre423,0,9.731
Sahre424,2,19.11
Sahre425,8,77.65
Sahre426,8,19.79
Sahre427,0,79.69
Sahre428,6,29.68
Sahre429,7,0.900
Sahre430,4,25.75
Sahre431,9,6.403
Sahre432,8,26.97
Sahre433,1,58.07
Sahre434,3,11.63
Sahre435,8,13.94
Sahre436,0,70.10
Sahre437,9,0.605
Sahre438,6,0.542
Sahre439,0,5.289
Sahre440,1,54.56
Sahre441,6,73.44
Sahre442,2,69.86
Sahre443,4,8.459
Sahre444,5,20.91
Sahre445,3,2.913
Sahre446,8,10.48
Sahre447,7,48.40
Sahre448,4,44.89
Sahre449,1,75.35
Sahre450,8,58.67
Sahre451,9,47.38
Sahre452,1,63.07
Sahre453,0,29.76
Sahre454,0,19.74
Sahre455,4,51.35
Sahre456,6,9.944
Sahre457,2,58.10
Sahre458,3,45.00
Sahre459,8,58.71
Sahre460,9,9.767
Sahre461,7,75.18
Sahre462,2,0.566
Sahre463,1,10.01
Sahre464,4,20.17
Sahre465,6,29.60
Sahre466,5,0.524
Sahre467,4,8.716
Sahre468,4,40.89
Sahre469,8,59.78
Sahre470,5,9.105
Sahre471,3,9.448
Sahre472,3,79.64
Sahre473,4,17.16
Sahre474,1,57.91
Sahre475,2,77.69
Sahre476,6,69.86
Sahre477,7,21.64
Sahre478,7,35.30
Sahre479,2,45.47
Sahre480,2,24.00
Sahre481,7,70.07
Sahre482,7,1.208
Sahre483,8,76.70
Sahre484,8,7.347
Sahre485,1,79.31
Sahre486,3,17.91
Sahre487,6,51.58
Sahre488,7,46.78
Sahre489,8,26.85
Sahre490,7,43.07
Sahre491,5,41.05
Sahre492,1,78.40
Sahre493,0,74.25
Sahre494,3,65.39
Sahre495,3,28.59
Sahre496,4,2.109
Sahre497,4,32.63
Sahre498,7,64.17
Sahre499,9,2.196
Sahre500,3,79.56
Sahre501,1,60.51
Sahre502,7,28.37
Sahre503,6,11.11
Sahre504,4,63.21
Sahre505,4,16.78
Sahre506,4,5.981
Sahre507,2,18.48
Sahre508,5,3.843
Sahre509,0,13.86
Sahre510,8,72.56
Sahre511,6,5.858
Sahre512,8,17.17
Sahre513,4,16.08
Sahre514,4,38.70
Sahre515,6,6.978
Sahre516,8,69.03
Sahre517,9,54.03
Sahre518,7,9.214
Sahre519,3,47.94
Sahre520,3,21.95
Sahre521,7,60.98
Sahre522,1,40.55
Sahre523,4,16.94
Sahre524,5,2.015
Sahre525,3,68.36
Sahre526,5,34.87
Sahre527,7,17.39
Sahre528,1,32.53
Sahre529,8,44.24
Sahre530,2,2.002
Sahre531,7,11.38
Sahre532,6,3.563
Sahre533,9,30.04
Sahre534,4,23.04
Sahre535,7,47.38
Sahre536,8,54.03
Sahre537,7,53.34
Sahre538,2,74.24
Sahre539,6,2.687
Sahre540,1,14.12
Sahre541,4,60.36
Sahre542,8,50.82
Sahre543,3,11.61
Sahre544,3,10.45
Sahre545,6,33.26
Sahre546,7,10.24
Sahre547,6,34.57
Sahre548,0,7.986
Sahre549,8,77.64
Sahre550,6,40.44
Sahre551,8,9.897
Sahre552,9,11.22
Sahre553,7,19.64
Sahre554,1,10.97
Sahre555,6,17.57
Sahre556,2,16.77
Sahre557,6,67.56
Sahre558,0,24.72
Sahre559,9,11.77
Sahre560,0,57.63
Sahre561,3,13.73
Sahre562,4,18.87
Sahre563,0,7.220
Sahre564,1,67.56
Sahre565,2,12.82
Sahre566,5,1.189
Sahre567,7,65.59
Sahre568,8,9.903
Sahre569,6,13.38
Sahre570,3,13.61
Sahre571,4,2.545
Sahre572,8,32.41
Sahre573,2,29.06
Sahre574,1,16.18
Sahre575,9,55.69
Sahre576,8,0.834
Sahre577,4,57.83
Sahre578,2,9.263
Sahre579,4,45.20
Sahre580,2,74.79
Sahre581,4,38.50
Sahre582,3,76.76
Sahre583,8,25.24
Sahre584,2,0.926
Sahre585,3,36.86
Sahre586,2,78.67
Sahre587,1,7.908
Sahre588,7,63.85
Sahre589,2,73.75
Sahre590,2,19.99
Sahre591,9,16.51
Sahre592,5,42.69
Sahre593,8,19.61
Sahre594,5,59.26
Sahre595,1,49.39
Sahre596,2,65.23
Sahre597,0,13.96
Sahre598,1,16.21
Sahre599,1,53.32
Sahre600,2,34.48
Sahre601,6,70.37
Sahre602,1,9.695
Sahre603,9,58.52
Sahre604,2,1.339
Sahre605,3,50.12
Sahre606,7,43.99
Sahre607,8,0.406
Sahre608,4,9.979
Sahre609,4,1.620
Sahre610,5,34.00
Sahre611,7,10.29
Sahre612,9,66.85
Sahre613,2,14.85
Sahre614,5,27.64
Sahre615,4,62.08
Sahre616,8,10.62
Sahre617,6,10.72
Sahre618,7,28.85
Sahre619,4,1.074
Sahre620,1,51.79
Sahre621,6,23.62
Sahre622,8,17.33
Sahre623,2,28.41
Sahre624,1,21.59
Sahre625,4,78.99
Sahre626,7,60.77
Sahre627,9,68.63
Sahre628,7,60.96
Sahre629,3,50.32
Sahre630,7,79.06
Sahre631,8,3.383
Sahre632,3,3.650
Sahre633,5,61.85
Sahre634,5,6.589
Sahre635,9,11.79
Sahre636,7,15.32
Sahre637,3,30.28
Sahre638,2,38.61
Sahre639,5,48.41
Sahre640,1,73.36
Sahre641,5,32.10
Sahre642,7,33.73
Sahre643,7,2.984
Sahre644,9,9.480
Sahre645,0,6.814
Sahre646,4,64.04
Sahre647,1,0.948
Sahre648,8,0.535
Sahre649,4,74.59
Sahre650,6,32.20
Sahre651,8,72.17
Sahre652,3,34.55
Sahre653,7,27.82
Sahre654,7,28.64
Sahre655,4,26.01
Sahre656,9,49.91
Sahre657,7,75.15
Sahre658,5,17.83
Sahre659,0,13.30
Sahre660,4,2.954
Sahre661,0,7.630
Sahre662,7,3.116
Sahre663,2,64.75
Sahre664,2,31.28
Sahre665,9,70.83
Sahre666,5,2.760
Sahre667,6,70.91
Sahre668,0,2.610
Sahre669,2,0.511
Sahre670,3,37.74
Sahre671,7,68.29
Sahre672,8,70.93
Sahre673,8,12.88
Sahre674,1,43.00
Sahre675,1,76.99
Sahre676,4,69.50
Sahre677,9,79.26
Sahre678,5,47.08
Sahre679,8,9.616
Sahre680,3,10.93
Sahre681,8,60.71
Sahre682,4,68.68
Sahre683,0,23.98
Sahre684,1,27.87
Sahre685,6,22.73
Sahre686,5,40.95
Sahre687,8,17.56
Sahre688,8,42.01
Sahre689,2,5.483
Sahre690,5,69.98
Sahre691,3,22.93
Sahre692,0,49.18
Sahre693,7,54.32
Sahre694,3,60.03
Sahre695,2,57.15
Sahre696,0,39.39
Sahre697,4,16.12
Sahre698,1,12.86
Sahre699,8,69.24
Sahre700,1,11.25
Sahre701,6,8.219
Sahre702,3,4.725
Sahre703,5,59.42
Sahre704,1,42.63
Sahre705,8,12.16
Sahre706,5,5.732
Sahre707,3,13.47
Sahre708,5,5.985
Sahre709,3,65.30
Sahre710,0,2.683
Sahre711,4,63.97
Sahre712,9,49.46
Sahre713,2,57.13
Sahre714,2,9.959
Sahre715,3,10.56
Sahre716,9,65.06
Sahre717,0,8.210
Sahre718,6,55.99
Sahre719,7,13.29
Sahre720,4,36.11
Sahre721,1,8.198
Sahre722,9,25.03
Sahre723,4,31.95
Sahre724,9,18.17
Sahre725,7,40.47
Sahre726,7,46.00
Sahre727,9,15.23
Sahre728,3,8.339
Sahre729,9,12.11
Sahre730,5,77.04
Sahre731,8,0.043
Sahre732,4,50.97
Sahre733,5,6.576
Sahre734,8,75.26
Sahre735,8,9.610
Sahre736,3,38.59
Sahre737,8,51.11
Sahre738,9,0.527
Sahre739,6,3.326
Sahre740,5,6.081
Sahre741,1,13.87
Sahre742,6,40.42
Sahre743,5,55.19
Sahre744,9,78.59
Sahre745,6,8.066
Sahre746,8,78.29
Sahre747,7,3.936
Sahre748,0,49.98
Sahre749,6,8.771
Sahre750,0,65.71
Sahre751,6,79.63
Sahre752,0,19.43
Sahre753,8,32.36
Sahre754,3,1.973
Sahre755,0,14.27
Sahre756,5,58.20
Sahre757,7,42.68
Sahre758,1,16.66
Sahre759,6,47.40
Sahre760,6,66.82
Sahre761,4,68.75
Sahre762,2,18.13
Sahre763,1,72.12
Sahre764,3,64.38
Sahre765,3,13.80
Sahre766,1,16.05
Sahre767,6,33.66
Sahre768,8,7.516
Sahre769,3,70.26
Sahre770,8,0.627
Sahre771,7,2.365
Sahre772,0,1.162
Sahre773,8,33.37
Sahre774,4,3.617
Sahre775,5,46.79
Sahre776,6,17.29
Sahre777,8,75.86
Sahre778,3,8.380
Sahre779,7,30.27
Sahre780,3,15.56
Sahre781,5,76.67
Sahre782,1,8.301
Sahre783,2,15.88
Sahre784,2,26.30
Sahre785,5,54.78
Sahre786,6,7.384
Sahre787,7,3.942
Sahre788,8,62.17
Sahre789,9,21.92
Sahre790,2,9.864
Sahre791,3,46.34
Sahre792,7,17.37
Sahre793,2,64.93
Sahre794,0,42.07
Sahre795,6,1.843
Sahre796,0,17.27
Sahre797,7,37.34
Sahre798,3,4.061
Sahre799,6,42.27
Sahre800,7,76.46
Sahre801,9,74.76
Sahre802,0,19.34
Sahre803,1,9.097
Sahre804,1,27.66
Sahre805,8,40.00
Sahre806,1,15.84
Sahre807,0,32.26
Sahre808,0,30.51
Sahre809,3,18.32
Sahre810,0,9.492
Sahre811,5,44.54
Sahre812,3,8.200
Sahre813,6,8.530
Sahre814,7,22.66
Sahre815,6,7.790
Sahre816,1,55.93
Sahre817,6,9.901
Sahre818,3,42.58
Sahre819,8,47.64
Sahre820,9,1.501
Sahre821,3,36.31
Sahre822,4,25.84
Sahre823,5,39.67
Sahre824,3,40.50
Sahre825,8,2.888
Sahre826,7,24.54
Sahre827,5,21.54
Sahre828,0,3.610
Sahre829,8,78.70
Sahre830,0,11.66
Sahre831,2,0.708
Sahre832,6,31.94
Sahre833,6,44.42
Sahre834,2,3.319
Sahre835,6,51.09
Sahre836,4,5.014
Sahre837,5,42.53
Sahre838,3,27.72
Sahre839,1,2.691
Sahre840,7,8.689
Sahre841,7,72.95
Sahre842,9,65.66
Sahre843,4,13.52
Sahre844,5,79.29
Sahre845,5,55.80
Sahre846,1,53.19
Sahre847,9,12.07
Sahre848,1,18.85
Sahre849,9,54.83
Sahre850,3,39.79
Sahre851,5,0.458
Sahre852,6,41.08
Sahre853,7,47.86
Sahre854,6,14.54
Sahre855,8,4.358
Sahre856,8,24.28
Sahre857,9,56.58
Sahre858,2,8.176
Sahre859,8,9.857
Sahre860,7,4.070
Sahre861,6,78.59
Sahre862,0,10.41
Sahre863,5,7.574
Sahre864,5,39.59
Sahre865,4,14.10
Sahre866,3,16.33
Sahre867,3,54.49
Sahre868,9,16.36
Sahre869,1,3.616
Sahre870,8,48.40
Sahre871,7,65.74
Sahre872,0,75.56
Sahre873,5,35.69
Sahre874,1,40.02
Sahre875,3,16.94
Sahre876,0,6.327
Sahre877,0,3.026
Sahre878,3,57.52
Sahre879,5,13.03
Sahre880,4,22.57
Sahre881,9,37.09
Sahre882,9,50.27
Sahre883,4,39.39
Sahre884,4,21.96
Sahre885,1,25.92
Sahre886,8,2.896
Sahre887,9,33.25
Sahre888,4,54.07
Sahre889,2,26.26
Sahre890,4,24.03
Sahre891,1,32.44
Sahre892,5,69.60
Sahre893,2,7.801
Sahre894,5,48.31
Sahre895,2,25.68
Sahre896,2,52.56
Sahre897,8,46.06
Sahre898,8,54.10
Sahre899,6,61.44
Sahre900,0,16.97
Sahre901,6,15.16
Sahre902,2,8.280
Sahre903,0,16.01
Sahre904,5,9.803
Sahre905,4,43.99
Sahre906,8,11.87
Sahre907,9,6.389
Sahre908,7,65.40
Sahre909,3,21.08
Sahre910,5,60.66
Sahre911,7,53.19
Sahre912,0,58.47
Sahre913,4,61.04
Sahre914,8,43.14
Sahre915,3,61.32
Sahre916,1,49.66
Sahre917,5,38.56
Sahre918,1,4.851
Sahre919,2,64.54
Sahre920,6,9.443
Sahre921,9,27.50
Sahre922,8,2.266
Sahre923,1,46.86
Sahre924,2,0.330
Sahre925,8,8.276
Sahre926,3,77.70
Sahre927,1,1.389
Sahre928,0,4.658
Sahre929,2,63.01
Sahre930,8,3.862
Sahre931,6,13.85
Sahre932,4,68.74
Sahre933,4,2.830
Sahre934,3,77.84
Sahre935,1,44.64
Sahre936,8,56.57
Sahre937,2,2.979
Sahre938,3,51.22
Sahre939,5,8.841
Sahre940,3,77.91
Sahre941,6,78.56
Sahre942,2,56.52
Sahre943,1,73.36
Sahre944,3,43.38
Sahre945,7,2.559
Sahre946,5,23.01
Sahre947,8,19.77
Sahre948,1,14.80
Sahre949,2,8.115
Sahre950,7,16.40
Sahre951,0,41.93
Sahre952,1,17.11
Sahre953,2,23.38
Sahre954,0,3.793
Sahre955,1,28.85
Sahre956,9,2.237
Sahre957,0,8.052
Sahre958,9,56.47
Sahre959,5,13.33
Sahre960,7,14.43
Sahre961,9,75.89
Sahre962,5,14.41
Sahre963,8,49.24
Sahre964,4,5.416
Sahre965,8,44.10
Sahre966,4,55.37
Sahre967,3,42.19
Sahre968,8,54.29
Sahre969,5,2.963
Sahre970,1,17.19
Sahre971,2,24.21
Sahre972,3,3.565
Sahre973,7,53.93
Sahre974,9,20.05
Sahre975,5,57.46
Sahre976,2,8.829
Sahre977,6,3.025
Sahre978,7,49.69
Sahre979,1,7.827
Sahre980,9,46.58
Sahre981,8,5.346
Sahre982,7,16.93
Sahre983,7,4.677
Sahre984,0,73.92
Sahre985,4,33.28
Sahre986,7,77.95
Sahre987,4,35.94
Sahre988,9,0.674
Sahre989,4,76.07
Sahre990,9,0.260
Sahre991,2,11.51
Sahre992,2,13.03
Sahre993,0,9.237
Sahre994,6,27.82
Sahre995,0,3.469
Sahre996,9,15.22
Sahre997,8,53.19
Sahre998,7,57.54
Sahre999,6,47.01
Sahre1000,5,31.66
Sahre1001,9,31.96
Sahre1002,2,12.25
Sahre1003,1,38.06
Sahre1004,7,27.69
Sahre1005,5,38.21
Sahre1006,0,27.47
Sahre1007,5,37.11
Sahre1008,7,19.66
Sahre1009,8,38.2
Sahre1010,7,5.54
Sahre1011,4,22.75
Sahre1012,7,12.4
Sahre1013,9,29.82
Sahre1014,1,14.3
Sahre1015,3,1.84
Sahre1016,2,30.69
Sahre1017,7,38.04
Sahre1018,2,36.81
Sahre1019,9,36.08
Sahre1020,7,17.43
Sahre1021,3,0.65
Sahre1022,3,3.03
Sahre1023,2,28.25
Sahre1024,9,25.37
Sahre1025,9,1.19
Sahre1026,5,4.51
Sahre1027,0,6.66
Sahre1028,0,6.63
Sahre1029,7,37.74
Sahre1030,5,15.09
Sahre1031,2,23.37
Sahre1032,6,30.28
Sahre1033,7,5.36
Sahre1034,1,30.69
Sahre1035,5,14.79
Sahre1036,9,18.37
Sahre1037,5,11.91
Sahre1038,4,28.36
Sahre1039,9,33.52
Sahre1040,1,4.4
Sahre1041,9,7.29
Sahre1042,9,33.65
Sahre1043,5,6.72
Sahre1044,0,7.28
Sahre1045,2,4.46
Sahre1046,1,11.41
Sahre1047,3,31.54
Sahre1048,7,13.8
Sahre1049,6,29.9
Sahre1050,8,3.11
Sahre1051,3,37.89
Sahre1052,0,0.74
Sahre1053,0,17.87
Sahre1054,2,3.64
Sahre1055,4,26.08
Sahre1056,7,18.98
Sahre1057,6,15.19
Sahre1058,0,34.47
Sahre1059,8,35.48
Sahre1060,6,16.65
Sahre1061,4,30.91
Sahre1062,8,15.36
Sahre1063,4,8.13
Sahre1064,2,25.16
Sahre1065,6,0.02
Sahre1066,8,3.65
Sahre1067,3,37.0
Sahre1068,5,31.2
Sahre1069,5,11.63
Sahre1070,1,18.91
Sahre1071,7,19.52
Sahre1072,4,32.13
Sahre1073,4,3.85
Sahre1074,6,38.25
Sahre1075,6,18.22
Sahre1076,6,12.93
Sahre1077,6,0.04
Sahre1078,3,23.23
Sahre1079,5,2.85
Sahre1080,2,12.05
Sahre1081,3,34.14
Sahre1082,4,13.91
Sahre1083,0,1.54
Sahre1084,8,35.62
Sahre1085,2,8.5
Sahre1086,0,16.62
Sahre1087,7,36.44
Sahre1088,9,10.98
Sahre1089,3,15.29
Sahre1090,0,36.79
Sahre1091,2,24.81
Sahre1092,6,4.52
Sahre1093,5,19.81
Sahre1094,1,32.06
Sahre1095,1,15.03
Sahre1096,9,30.64
Sahre1097,0,26.26
Sahre1098,3,37.03
Sahre1099,3,13.39
Sahre1100,7,33.24
Sahre1101,6,31.22
Sahre1102,8,34.87
Sahre1103,3,24.88
Sahre1104,4,35.03
Sahre1105,9,29.16
Sahre1106,3,6.06
Sahre1107,9,33.34
Sahre1108,8,38.16
Sahre1109,6,25.01
Sahre1110,3,21.05
Sahre1111,1,1.05
Sahre1112,1,37.01
Sahre1113,0,19.08
Sahre1114,9,33.42
Sahre1115,7,35.29
Sahre1116,9,7.47
Sahre1117,6,2.68
Sahre1118,9,12.78
Sahre1119,1,19.57
Sahre1120,9,7.35
Sahre1121,1,33.51
Sahre1122,9,19.5
Sahre1123,6,10.33
Sahre1124,5,2.9
Sahre1125,6,34.72
Sahre1126,5,11.82
Sahre1127,7,11.13
Sahre1128,2,4.74
Sahre1129,8,26.47
Sahre1130,7,5.24
Sahre1131,3,7.35
Sahre1132,2,28.52
Sahre1133,6,10.72
Sahre1134,5,19.69
Sahre1135,1,39.88
Sahre1136,6,15.21
Sahre1137,6,13.78
Sahre1138,6,18.04
Sahre1139,3,17.58
Sahre1140,5,27.62
Sahre1141,0,24.2
Sahre1142,9,37.12
Sahre1143,5,33.88
Sahre1144,4,5.93
Sahre1145,5,24.47
Sahre1146,9,16.79
Sahre1147,1,25.23
Sahre1148,4,33.49
Sahre1149,1,4.72
Sahre1150,3,1.19
Sahre1151,0,35.61
Sahre1152,8,9.35
Sahre1153,1,0.71
Sahre1154,5,8.88
Sahre1155,3,9.56
Sahre1156,3,13.02
Sahre1157,1,15.96
Sahre1158,7,4.23
Sahre1159,4,1.61
Sahre1160,3,35.71
Sahre1161,2,10.08
Sahre1162,0,33.17
Sahre1163,9,19.29
Sahre1164,5,38.74
Sahre1165,9,38.27
Sahre1166,5,14.14
Sahre1167,2,13.75
Sahre1168,7,5.4
Sahre1169,8,8.81
Sahre1170,7,29.08
Sahre1171,1,27.29
Sahre1172,7,30.03
Sahre1173,8,17.94
Sahre1174,2,25.56
Sahre1175,7,18.8
Sahre1176,9,9.34
Sahre1177,8,25.8
Sahre1178,0,13.74
Sahre1179,6,28.86
Sahre1180,8,24.46
Sahre1181,8,38.05
Sahre1182,5,29.4
Sahre1183,9,20.6
Sahre1184,3,8.85
Sahre1185,8,17.53
Sahre1186,6,36.37
Sahre1187,6,10.06
Sahre1188,9,6.42
Sahre1189,4,11.82
Sahre1190,1,32.2
Sahre1191,3,33.88
Sahre1192,9,3.26
Sahre1193,3,32.51
Sahre1194,1,8.05
Sahre1195,6,0.0
Sahre1196,3,18.21
Sahre1197,5,9.4
Sahre1198,9,37.22
Sahre1199,5,16.25
Sahre1200,1,16.97
Sahre1201,2,9.75
Sahre1202,2,38.12
Sahre1203,1,24.73
Sahre1204,0,19.19
Sahre1205,0,5.27
Sahre1206,3,15.97
Sahre1207,4,13.95
Sahre1208,1,32.72
Sahre1209,9,1.25
Sahre1210,1,22.28
Sahre1211,1,36.16
Sahre1212,0,9.74
Sahre1213,9,17.32
Sahre1214,7,4.3
Sahre1215,1,25.51
Sahre1216,6,39.52
Sahre1217,2,39.02
Sahre1218,9,32.19
Sahre1219,2,7.59
Sahre1220,1,25.25
Sahre1221,5,22.63
Sahre1222,3,7.42
Sahre1223,9,8.07
Sahre1224,4,34.49
Sahre1225,7,11.38
Sahre1226,0,30.53
Sahre1227,8,4.01
Sahre1228,2,36.67
Sahre1229,6,18.9
Sahre1230,5,26.73
Sahre1231,3,18.65
Sahre1232,8,24.56
Sahre1233,3,32.39
Sahre1234,0,38.76
Sahre1235,7,17.58
Sahre1236,1,27.91
Sahre1237,8,30.4
Sahre1238,0,5.86
Sahre1239,3,11.81
Sahre1240,9,5.19
Sahre1241,3,33.11
Sahre1242,8,24.26
Sahre1243,3,29.07
Sahre1244,3,15.48
Sahre1245,7,7.33
Sahre1246,9,28.54
Sahre1247,1,5.79
Sahre1248,2,24.97
Sahre1249,4,33.65
Sahre1250,2,18.69
Sahre1251,4,14.16
Sahre1252,6,22.0
Sahre1253,0,23.34
Sahre1254,0,11.43
Sahre1255,6,18.51
Sahre1256,7,23.61
Sahre1257,6,26.22
Sahre1258,9,11.69
Sahre1259,3,20.07
Sahre1260,6,31.47
Sahre1261,4,38.68
Sahre1262,5,34.42
Sahre1263,3,19.21
Sahre1264,4,13.44
Sahre1265,3,3.23
Sahre1266,4,39.14
Sahre1267,2,6.81
Sahre1268,6,0.37
Sahre1269,4,15.87
Sahre1270,4,18.36
Sahre1271,3,15.32
Sahre1272,2,18.58
Sahre1273,5,4.45
Sahre1274,9,0.82
Sahre1275,6,35.15
Sahre1276,4,22.46
Sahre1277,0,32.27
Sahre1278,5,17.91
Sahre1279,9,31.39
Sahre1280,1,3.69
Sahre1281,1,15.79
Sahre1282,1,29.38
Sahre1283,3,30.6
Sahre1284,6,13.01
Sahre1285,0,39.95
Sahre1286,5,6.57
Sahre1287,7,11.56
Sahre1288,8,14.86
Sahre1289,2,25.6
Sahre1290,2,11.65
Sahre1291,2,12.4
Sahre1292,5,32.56
Sahre1293,4,19.39
Sahre1294,5,3.21
Sahre1295,2,16.53
Sahre1296,5,14.84
Sahre1297,8,21.01
Sahre1298,3,33.89
Sahre1299,7,6.37
Sahre1300,6,27.06
Sahre1301,0,17.58
Sahre1302,4,6.96
Sahre1303,4,9.51
Sahre1304,0,14.17
Sahre1305,3,38.54
Sahre1306,2,6.55
Sahre1307,2,19.71
Sahre1308,5,22.72
Sahre1309,3,12.25
Sahre1310,6,4.62
Sahre1311,9,33.04
Sahre1312,9,34.97
Sahre1313,9,1.42
Sahre1314,6,12.6
Sahre1315,4,22.13
Sahre1316,5,33.06
Sahre1317,2,5.71
Sahre1318,6,25.8
Sahre1319,9,26.68
Sahre1320,0,12.34
Sahre1321,6,36.59
Sahre1322,3,39.98
Sahre1323,0,20.67
Sahre1324,2,39.04
Sahre1325,1,27.34
Sahre1326,7,3.14
Sahre1327,6,21.03
Sahre1328,3,17.07
Sahre1329,7,6.23
Sahre1330,3,12.75
Sahre1331,1,13.4
Sahre1332,7,34.59
Sahre1333,3,9.49
Sahre1334,2,1.1
Sahre1335,3,5.17
Sahre1336,5,6.23
Sahre1337,1,11.89
Sahre1338,2,24.47
Sahre1339,5,30.66
Sahre1340,2,21.01
Sahre1341,9,38.01
Sahre1342,6,20.38
Sahre1343,6,35.93
Sahre1344,7,11.63
Sahre1345,9,0.98
Sahre1346,3,24.93
Sahre1347,2,19.93
Sahre1348,5,18.88
Sahre1349,1,16.54
Sahre1350,6,24.4
Sahre1351,3,21.69
Sahre1352,0,23.34
Sahre1353,0,28.29
Sahre1354,1,24.94
Sahre1355,3,33.68
Sahre1356,4,31.36
Sahre1357,2,23.06
